                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    296,                0.73582,                0.61224,                 1.0933,                0.61526,                0.50759,                0.51658,                0.25388,                 1.9622,                 1.7009,                 2.4376,               0.004159,               0.004159,               0.004159
                    297,                0.72606,                0.59609,                 1.0825,                  0.613,                 0.5088,                 0.5172,                0.25448,                 1.9634,                 1.7046,                 2.4386,              0.0041392,              0.0041392,              0.0041392
                    298,                0.73205,                0.59873,                 1.0916,                0.63338,                0.50211,                0.51855,                 0.2552,                 1.9654,                 1.7044,                 2.4405,              0.0041194,              0.0041194,              0.0041194
                    299,                0.72441,                0.60043,                 1.0866,                0.63484,                0.50127,                 0.5173,                0.25543,                 1.9675,                 1.7069,                 2.4437,              0.0040996,              0.0040996,              0.0040996
                    300,                0.72347,                0.60728,                 1.0865,                0.64139,                0.49666,                0.51914,                0.25504,                 1.9688,                 1.7082,                 2.4456,              0.0040798,              0.0040798,              0.0040798
                    301,                0.72624,                0.59665,                 1.0848,                0.62975,                0.50465,                0.51849,                0.25541,                 1.9707,                 1.7079,                 2.4484,                0.00406,                0.00406,                0.00406
                    302,                 0.7374,                0.61034,                 1.0922,                 0.6355,                0.50183,                0.51944,                0.25589,                 1.9707,                 1.7092,                 2.4492,              0.0040402,              0.0040402,              0.0040402
                    303,                0.72913,                 0.6081,                 1.0852,                0.63104,                0.50168,                 0.5201,                0.25597,                 1.9708,                 1.7112,                 2.4506,              0.0040204,              0.0040204,              0.0040204
                    304,                0.71481,                0.59623,                 1.0815,                0.62337,                0.50803,                0.52011,                0.25691,                 1.9701,                 1.7131,                 2.4498,              0.0040006,              0.0040006,              0.0040006
                    305,                0.72178,                0.59919,                 1.0813,                0.62239,                0.51522,                0.52182,                0.25656,                 1.9702,                 1.7121,                 2.4501,              0.0039808,              0.0039808,              0.0039808
                    306,                0.71895,                0.59066,                  1.083,                0.62538,                0.51183,                0.52075,                0.25606,                 1.9713,                 1.7112,                 2.4517,               0.003961,               0.003961,               0.003961
                    307,                0.71416,                0.58555,                 1.0836,                0.62639,                0.50737,                 0.5205,                0.25619,                 1.9692,                 1.7096,                 2.4493,              0.0039412,              0.0039412,              0.0039412
                    308,                0.71116,                0.58085,                 1.0751,                0.62687,                0.50592,                0.51951,                0.25672,                 1.9689,                 1.7081,                 2.4501,              0.0039214,              0.0039214,              0.0039214
                    309,                0.70898,                0.58034,                 1.0754,                0.63006,                0.50634,                0.52139,                0.25646,                 1.9719,                 1.7084,                 2.4555,              0.0039016,              0.0039016,              0.0039016
                    310,                0.71807,                0.59575,                 1.0845,                0.62976,                0.50465,                0.51993,                0.25621,                 1.9716,                 1.7092,                 2.4557,              0.0038818,              0.0038818,              0.0038818
                    311,                0.72095,                 0.5897,                 1.0869,                 0.6275,                0.50592,                0.51962,                0.25559,                 1.9726,                 1.7078,                 2.4564,               0.003862,               0.003862,               0.003862
                    312,                0.71191,                0.58325,                 1.0782,                0.62662,                0.50787,                0.52039,                0.25553,                 1.9725,                 1.7092,                 2.4579,              0.0038422,              0.0038422,              0.0038422
                    313,                0.72053,                0.58674,                 1.0806,                0.62345,                0.51141,                0.52048,                0.25542,                 1.9733,                 1.7091,                 2.4604,              0.0038224,              0.0038224,              0.0038224
                    314,                0.71442,                0.58153,                 1.0787,                0.61609,                0.51346,                 0.5199,                0.25515,                 1.9718,                 1.7061,                 2.4601,              0.0038026,              0.0038026,              0.0038026
                    315,                0.70564,                 0.5907,                 1.0852,                0.61422,                0.51606,                0.52024,                0.25533,                 1.9714,                  1.706,                   2.46,              0.0037828,              0.0037828,              0.0037828
                    316,                0.70755,                0.58322,                 1.0746,                0.61036,                0.51708,                0.51988,                 0.2551,                  1.971,                 1.7069,                 2.4597,               0.003763,               0.003763,               0.003763
                    317,                0.70714,                0.58138,                 1.0755,                0.62988,                 0.4999,                 0.5191,                0.25499,                  1.972,                 1.7039,                 2.4628,              0.0037432,              0.0037432,              0.0037432
                    318,                0.71699,                0.58553,                 1.0802,                0.62468,                0.50423,                0.51874,                0.25538,                 1.9728,                 1.7054,                 2.4639,              0.0037234,              0.0037234,              0.0037234
                    319,                0.71861,                0.59566,                  1.082,                0.62312,                0.50507,                0.51922,                0.25513,                 1.9713,                 1.7068,                 2.4627,              0.0037036,              0.0037036,              0.0037036
                    320,                0.70524,                0.58397,                 1.0804,                  0.635,                0.49873,                0.51971,                0.25488,                 1.9709,                 1.7066,                 2.4632,              0.0036838,              0.0036838,              0.0036838
                    321,                0.69678,                0.56917,                 1.0684,                0.64876,                0.49259,                 0.5204,                0.25526,                 1.9683,                 1.7085,                 2.4611,               0.003664,               0.003664,               0.003664
                    322,                0.69703,                0.57256,                 1.0668,                0.65172,                0.49028,                0.52041,                0.25502,                 1.9673,                 1.7063,                 2.4624,              0.0036442,              0.0036442,              0.0036442
                    323,                0.70184,                0.56929,                 1.0719,                0.65121,                 0.4907,                0.51931,                 0.2553,                 1.9663,                 1.7084,                 2.4607,              0.0036244,              0.0036244,              0.0036244
                    324,                0.68921,                0.55614,                 1.0642,                0.65684,                0.49028,                0.52004,                0.25572,                 1.9662,                 1.7083,                 2.4605,              0.0036046,              0.0036046,              0.0036046
                    325,                0.68713,                0.57548,                 1.0686,                 0.6534,                0.49155,                0.52254,                0.25561,                  1.967,                 1.7109,                 2.4615,              0.0035848,              0.0035848,              0.0035848
                    326,                0.69023,                0.56848,                 1.0681,                0.65819,                0.49028,                 0.5222,                0.25606,                 1.9672,                 1.7114,                 2.4619,               0.003565,               0.003565,               0.003565
                    327,                0.69257,                0.57134,                 1.0693,                0.65423,                0.49366,                0.52251,                0.25629,                 1.9681,                 1.7123,                 2.4631,              0.0035452,              0.0035452,              0.0035452
                    328,                0.69682,                0.57142,                 1.0687,                0.65854,                0.49028,                0.52205,                  0.256,                 1.9689,                 1.7134,                 2.4644,              0.0035254,              0.0035254,              0.0035254
                    329,                0.68607,                0.57544,                 1.0694,                0.65962,                0.49028,                0.52163,                0.25602,                 1.9691,                 1.7161,                 2.4639,              0.0035056,              0.0035056,              0.0035056
                    330,                0.68537,                0.56965,                 1.0645,                0.66014,                0.49011,                0.52231,                0.25575,                 1.9711,                 1.7174,                  2.466,              0.0034858,              0.0034858,              0.0034858
                    331,                0.68764,                 0.5663,                 1.0757,                0.64936,                0.49197,                0.52078,                0.25571,                 1.9724,                 1.7171,                 2.4687,               0.003466,               0.003466,               0.003466
                    332,                0.67184,                0.55592,                 1.0639,                0.64429,                0.49324,                0.52009,                0.25527,                 1.9737,                 1.7193,                 2.4704,              0.0034462,              0.0034462,              0.0034462
                    333,                 0.6931,                0.56924,                 1.0678,                0.64376,                0.49366,                0.51939,                0.25521,                 1.9753,                 1.7208,                 2.4726,              0.0034264,              0.0034264,              0.0034264
                    334,                0.68518,                0.56782,                 1.0657,                0.64355,                0.49281,                0.51912,                0.25417,                 1.9764,                 1.7217,                 2.4739,              0.0034066,              0.0034066,              0.0034066
                    335,                0.68367,                 0.5641,                 1.0649,                0.65154,                 0.4869,                0.51791,                0.25404,                 1.9761,                  1.725,                 2.4723,              0.0033868,              0.0033868,              0.0033868
                    336,                0.68437,                0.55274,                 1.0601,                0.65011,                0.48774,                0.51901,                0.25425,                 1.9766,                 1.7258,                 2.4743,               0.003367,               0.003367,               0.003367
                    337,                0.67674,                0.55318,                 1.0617,                0.67219,                0.47971,                0.51862,                 0.2539,                 1.9779,                 1.7281,                 2.4769,              0.0033472,              0.0033472,              0.0033472
                    338,                0.68214,                 0.5637,                 1.0656,                  0.652,                0.48901,                0.51879,                0.25447,                 1.9786,                 1.7289,                 2.4787,              0.0033274,              0.0033274,              0.0033274
                    339,                0.67279,                0.55134,                 1.0606,                0.65148,                0.48943,                0.51966,                0.25448,                 1.9783,                 1.7279,                 2.4798,              0.0033076,              0.0033076,              0.0033076
                    340,                 0.6818,                0.54897,                 1.0582,                0.65141,                0.48817,                0.51878,                0.25421,                 1.9799,                 1.7275,                 2.4828,              0.0032878,              0.0032878,              0.0032878
                    341,                0.67192,                0.54378,                 1.0563,                 0.6428,                0.49408,                0.52045,                0.25473,                 1.9807,                 1.7262,                 2.4841,               0.003268,               0.003268,               0.003268
                    342,                0.67577,                0.55548,                 1.0553,                0.66132,                0.48478,                0.52051,                0.25424,                 1.9805,                 1.7264,                 2.4834,              0.0032482,              0.0032482,              0.0032482
                    343,                0.66809,                0.55445,                 1.0591,                0.66461,                0.48267,                0.52056,                0.25381,                   1.98,                 1.7262,                 2.4836,              0.0032284,              0.0032284,              0.0032284
                    344,                0.66499,                0.54735,                 1.0562,                0.66312,                0.48502,                0.52084,                0.25398,                 1.9797,                 1.7273,                 2.4838,              0.0032086,              0.0032086,              0.0032086
                    345,                 0.6587,                0.53583,                 1.0502,                 0.6656,                0.48204,                0.52116,                0.25442,                 1.9807,                 1.7256,                 2.4877,              0.0031888,              0.0031888,              0.0031888
                    346,                0.65965,                0.53227,                 1.0479,                0.65957,                0.48394,                0.52017,                0.25411,                 1.9805,                 1.7267,                 2.4879,               0.003169,               0.003169,               0.003169
                    347,                0.67004,                0.54368,                 1.0531,                 0.6605,                0.48352,                0.52023,                0.25403,                 1.9811,                  1.726,                 2.4896,              0.0031492,              0.0031492,              0.0031492
                    348,                0.66886,                0.53297,                 1.0558,                0.66243,                 0.4814,                0.51961,                0.25379,                 1.9814,                 1.7274,                 2.4905,              0.0031294,              0.0031294,              0.0031294
                    349,                0.66088,                0.54137,                 1.0542,                0.65809,                0.48436,                0.51958,                0.25351,                 1.9823,                 1.7279,                 2.4912,              0.0031096,              0.0031096,              0.0031096
                    350,                0.66308,                0.54454,                 1.0521,                0.65618,                0.48563,                0.51944,                0.25335,                 1.9824,                 1.7277,                 2.4918,              0.0030898,              0.0030898,              0.0030898
                    351,                0.65881,                0.52917,                 1.0431,                0.64518,                0.49112,                0.51899,                0.25342,                 1.9832,                 1.7265,                 2.4938,                0.00307,                0.00307,                0.00307
                    352,                0.66197,                0.53751,                 1.0514,                0.64842,                0.48874,                0.51924,                0.25275,                 1.9831,                 1.7276,                 2.4939,              0.0030502,              0.0030502,              0.0030502
                    353,                0.65699,                0.53645,                 1.0485,                0.64751,                0.48859,                0.51849,                0.25257,                 1.9828,                 1.7282,                 2.4945,              0.0030304,              0.0030304,              0.0030304
                    354,                0.65012,                0.53012,                 1.0431,                 0.6483,                0.48615,                0.51863,                0.25298,                 1.9831,                   1.73,                 2.4942,              0.0030106,              0.0030106,              0.0030106
                    355,                0.65366,                 0.5341,                 1.0471,                 0.6474,                0.48521,                0.51738,                0.25287,                  1.983,                 1.7317,                 2.4938,              0.0029908,              0.0029908,              0.0029908
                    356,                 0.6464,                0.52999,                 1.0416,                 0.6488,                0.48563,                 0.5176,                0.25326,                 1.9838,                 1.7322,                 2.4945,               0.002971,               0.002971,               0.002971
                    357,                0.64485,                 0.5226,                 1.0377,                 0.6467,                0.48431,                0.51735,                0.25354,                 1.9832,                 1.7326,                 2.4941,              0.0029512,              0.0029512,              0.0029512
                    358,                0.65391,                0.52672,                 1.0471,                0.64577,                0.48309,                0.51765,                0.25368,                 1.9838,                 1.7321,                 2.4954,              0.0029314,              0.0029314,              0.0029314
                    359,                0.64625,                0.52096,                 1.0402,                0.64753,                0.48352,                0.51822,                0.25419,                 1.9835,                 1.7312,                 2.4956,              0.0029116,              0.0029116,              0.0029116
                    360,                0.64019,                0.52393,                 1.0335,                 0.6473,                0.48183,                0.51785,                0.25362,                  1.984,                 1.7318,                 2.4965,              0.0028918,              0.0028918,              0.0028918
                    361,                0.65156,                0.53703,                   1.05,                 0.6474,                 0.4814,                 0.5168,                0.25342,                 1.9839,                 1.7316,                 2.4972,               0.002872,               0.002872,               0.002872
                    362,                0.64792,                0.52699,                 1.0452,                 0.6472,                0.48225,                0.51758,                0.25378,                  1.985,                  1.733,                 2.4986,              0.0028522,              0.0028522,              0.0028522
                    363,                0.64853,                0.51957,                  1.042,                0.64774,                 0.4814,                0.51685,                0.25375,                 1.9857,                 1.7333,                 2.4995,              0.0028324,              0.0028324,              0.0028324
                    364,                0.63465,                0.52391,                 1.0355,                0.65272,                0.48056,                0.51631,                0.25396,                  1.986,                 1.7351,                 2.5003,              0.0028126,              0.0028126,              0.0028126
                    365,                0.63388,                0.51187,                 1.0352,                0.65154,                 0.4814,                0.51587,                0.25394,                 1.9865,                 1.7352,                 2.5015,              0.0027928,              0.0027928,              0.0027928
                    366,                0.64133,                0.52208,                 1.0384,                0.65598,                0.48183,                0.51576,                0.25431,                  1.987,                 1.7358,                 2.5026,               0.002773,               0.002773,               0.002773
                    367,                0.62673,                0.51553,                 1.0354,                0.65613,                0.48225,                0.51718,                0.25479,                 1.9869,                 1.7373,                 2.5034,              0.0027532,              0.0027532,              0.0027532
                    368,                0.63938,                0.52761,                 1.0411,                0.65688,                0.48183,                0.51704,                0.25474,                 1.9866,                 1.7375,                 2.5029,              0.0027334,              0.0027334,              0.0027334
                    369,                0.62724,                0.51792,                 1.0348,                0.65646,                0.48216,                0.51769,                0.25478,                 1.9875,                 1.7374,                  2.505,              0.0027136,              0.0027136,              0.0027136
                    370,                0.64008,                0.52146,                 1.0365,                0.65478,                 0.4814,                0.51655,                0.25494,                 1.9877,                  1.738,                 2.5055,              0.0026938,              0.0026938,              0.0026938
                    371,                 0.6407,                0.51794,                 1.0356,                0.65725,                0.48267,                0.51744,                0.25499,                  1.989,                 1.7388,                 2.5077,               0.002674,               0.002674,               0.002674
                    372,                0.63228,                0.51953,                 1.0337,                0.65915,                0.48469,                0.51843,                0.25485,                 1.9892,                  1.738,                 2.5082,              0.0026542,              0.0026542,              0.0026542
                    373,                0.62585,                0.50283,                 1.0222,                0.65777,                0.48521,                0.51793,                0.25463,                 1.9891,                 1.7407,                 2.5088,              0.0026344,              0.0026344,              0.0026344
                    374,                0.63306,                0.52029,                  1.038,                0.65897,                0.48352,                0.51767,                0.25392,                 1.9895,                 1.7416,                 2.5096,              0.0026146,              0.0026146,              0.0026146
                    375,                0.63229,                0.51094,                 1.0363,                0.65491,                0.48563,                0.51729,                 0.2536,                 1.9884,                  1.742,                 2.5092,              0.0025948,              0.0025948,              0.0025948
                    376,                0.62503,                0.50546,                 1.0296,                0.65604,                0.48436,                 0.5174,                0.25395,                 1.9891,                  1.742,                 2.5105,               0.002575,               0.002575,               0.002575
                    377,                0.63419,                 0.5124,                 1.0345,                0.64762,                0.48817,                0.51802,                0.25382,                 1.9891,                 1.7421,                 2.5109,              0.0025552,              0.0025552,              0.0025552
                    378,                0.62922,                0.50124,                 1.0287,                0.65014,                0.48853,                0.51809,                 0.2541,                 1.9891,                 1.7426,                 2.5117,              0.0025354,              0.0025354,              0.0025354
                    379,                0.61848,                0.49837,                 1.0306,                0.64807,                0.48901,                0.51781,                0.25388,                 1.9898,                 1.7427,                 2.5129,              0.0025156,              0.0025156,              0.0025156
                    380,                0.62753,                 0.5069,                 1.0296,                0.66151,                0.48074,                0.51765,                0.25389,                 1.9896,                 1.7432,                 2.5132,              0.0024958,              0.0024958,              0.0024958
                    381,                0.63207,                0.50953,                 1.0341,                0.65965,                0.47922,                0.51667,                0.25404,                  1.989,                 1.7447,                 2.5134,               0.002476,               0.002476,               0.002476
                    382,                0.62241,                0.49645,                 1.0246,                0.64882,                0.48571,                0.51689,                0.25405,                  1.989,                 1.7444,                 2.5134,              0.0024562,              0.0024562,              0.0024562
                    383,                0.62095,                 0.4943,                 1.0257,                0.65909,                0.47971,                0.51777,                0.25424,                 1.9898,                 1.7445,                 2.5154,              0.0024364,              0.0024364,              0.0024364
                    384,                0.61565,                0.50029,                 1.0278,                0.65963,                0.47802,                0.51782,                0.25443,                   1.99,                  1.745,                 2.5161,              0.0024166,              0.0024166,              0.0024166
                    385,                0.62034,                0.50014,                 1.0267,                0.65984,                 0.4776,                0.51847,                0.25453,                 1.9898,                 1.7445,                 2.5161,              0.0023968,              0.0023968,              0.0023968
                    386,                0.61884,                0.50055,                 1.0299,                0.66114,                0.47591,                0.51852,                0.25427,                   1.99,                 1.7457,                 2.5166,               0.002377,               0.002377,               0.002377
                    387,                0.62176,                0.50302,                 1.0307,                0.65892,                0.47633,                0.51888,                0.25427,                 1.9892,                 1.7457,                 2.5161,              0.0023572,              0.0023572,              0.0023572
                    388,                0.61587,                 0.4955,                 1.0283,                0.65777,                0.48173,                0.51866,                0.25454,                 1.9886,                 1.7465,                 2.5145,              0.0023374,              0.0023374,              0.0023374
                    389,                 0.6145,                0.48959,                 1.0255,                0.65906,                0.48309,                 0.5187,                0.25445,                 1.9884,                 1.7478,                 2.5144,              0.0023176,              0.0023176,              0.0023176
                    390,                0.61821,                0.49313,                  1.023,                0.65794,                0.47802,                0.51835,                0.25415,                 1.9881,                 1.7483,                 2.5145,              0.0022978,              0.0022978,              0.0022978
                    391,                 0.6087,                0.49313,                 1.0185,                0.65856,                0.47802,                0.51826,                0.25443,                 1.9879,                 1.7483,                 2.5149,               0.002278,               0.002278,               0.002278
                    392,                0.60669,                0.48985,                 1.0239,                0.65759,                 0.4776,                0.51768,                0.25467,                 1.9877,                 1.7481,                 2.5151,              0.0022582,              0.0022582,              0.0022582
                    393,                0.61819,                0.49769,                 1.0261,                0.65819,                0.47675,                0.51814,                0.25484,                 1.9874,                 1.7479,                 2.5153,              0.0022384,              0.0022384,              0.0022384
                    394,                0.60623,                0.48031,                 1.0197,                0.66051,                0.47776,                0.51887,                0.25486,                 1.9881,                 1.7493,                  2.516,              0.0022186,              0.0022186,              0.0022186
                    395,                0.60828,                0.49478,                 1.0219,                0.66202,                0.47603,                0.51993,                0.25499,                 1.9888,                   1.75,                 2.5171,              0.0021988,              0.0021988,              0.0021988
                    396,                0.59454,                0.46675,                 1.0174,                0.66054,                0.47591,                0.51921,                0.25465,                  1.989,                 1.7499,                 2.5178,               0.002179,               0.002179,               0.002179
                    397,                0.59867,                0.48338,                 1.0149,                0.66059,                 0.4776,                 0.5198,                0.25442,                  1.989,                 1.7513,                 2.5178,              0.0021592,              0.0021592,              0.0021592
                    398,                0.60639,                0.48848,                 1.0212,                0.66457,                0.47633,                0.52014,                0.25523,                 1.9891,                 1.7524,                 2.5185,              0.0021394,              0.0021394,              0.0021394
                    399,                0.60137,                0.49211,                 1.0225,                0.66293,                0.47633,                0.52022,                0.25496,                 1.9903,                 1.7537,                  2.521,              0.0021196,              0.0021196,              0.0021196
                    400,                0.59709,                0.47771,                 1.0159,                0.66739,                0.47506,                0.52016,                0.25451,                 1.9899,                 1.7531,                 2.5214,              0.0020998,              0.0020998,              0.0020998
                    401,                0.59807,                0.48804,                 1.0178,                0.66611,                0.47506,                0.52038,                0.25459,                 1.9895,                 1.7543,                 2.5208,                0.00208,                0.00208,                0.00208
                    402,                0.58945,                0.48027,                 1.0149,                0.66621,                0.47549,                0.52037,                0.25456,                 1.9893,                  1.756,                 2.5202,              0.0020602,              0.0020602,              0.0020602
                    403,                0.59759,                0.48108,                 1.0174,                0.65659,                0.48001,                0.51924,                0.25479,                 1.9892,                 1.7572,                 2.5203,              0.0020404,              0.0020404,              0.0020404
                    404,                0.59928,                0.48286,                 1.0181,                0.65539,                0.48056,                0.51956,                0.25492,                 1.9889,                  1.757,                 2.5206,              0.0020206,              0.0020206,              0.0020206
